measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,67,Japan,1,Male,25,50-69 years,587,Diabetes mellitus,1,Number,2015,1074.433820176231,1107.0938943231547,1035.5047679101983
1,Deaths,67,Japan,2,Female,25,50-69 years,587,Diabetes mellitus,1,Number,2015,302.8821273411308,318.2123655498072,276.2166897204363
1,Deaths,67,Japan,1,Male,25,50-69 years,587,Diabetes mellitus,2,Percent,2015,0.008249724034461673,0.00849680246906333,0.007958722049915875
1,Deaths,67,Japan,2,Female,25,50-69 years,587,Diabetes mellitus,2,Percent,2015,0.0050746160238372955,0.005326618627376748,0.004634193179134532
1,Deaths,67,Japan,1,Male,25,50-69 years,587,Diabetes mellitus,3,Rate,2015,6.368525905538195,6.562113006368066,6.137780490437972
1,Deaths,67,Japan,2,Female,25,50-69 years,587,Diabetes mellitus,3,Rate,2015,1.7495089906607355,1.838059575703488,1.5954839801167335
1,Deaths,67,Japan,1,Male,41,50-74 years,587,Diabetes mellitus,1,Number,2015,1592.9932600372213,1638.4605476386096,1527.8214543260488
1,Deaths,67,Japan,2,Female,41,50-74 years,587,Diabetes mellitus,1,Number,2015,536.4884160386966,566.5433968982868,478.02059391671025
1,Deaths,67,Japan,1,Male,41,50-74 years,587,Diabetes mellitus,2,Percent,2015,0.007683085193924217,0.007889338156420627,0.0073782164736461466
1,Deaths,67,Japan,2,Female,41,50-74 years,587,Diabetes mellitus,2,Percent,2015,0.005517374243913198,0.005819550507210251,0.004916891216723734
1,Deaths,67,Japan,1,Male,41,50-74 years,587,Diabetes mellitus,3,Rate,2015,7.760122954693653,7.9816127444213,7.442644382633483
1,Deaths,67,Japan,2,Female,41,50-74 years,587,Diabetes mellitus,3,Rate,2015,2.497023380300188,2.6369108180476943,2.224891653930719
1,Deaths,67,Japan,1,Male,228,55+ years,587,Diabetes mellitus,1,Number,2015,3934.671276670059,4121.180239016257,3610.853732474862
1,Deaths,67,Japan,2,Female,228,55+ years,587,Diabetes mellitus,1,Number,2015,4038.6571124700954,4689.815638211935,2934.0720806012378
1,Deaths,67,Japan,1,Male,228,55+ years,587,Diabetes mellitus,2,Percent,2015,0.006286728109856521,0.006577265784752706,0.005782693945045223
1,Deaths,67,Japan,2,Female,228,55+ years,587,Diabetes mellitus,2,Percent,2015,0.0067469051736016635,0.007821824655926849,0.004906704609823494
1,Deaths,67,Japan,1,Male,228,55+ years,587,Diabetes mellitus,3,Rate,2015,17.160904336485206,17.97435538122633,15.748587650372528
1,Deaths,67,Japan,2,Female,228,55+ years,587,Diabetes mellitus,3,Rate,2015,14.658909127159106,17.02238624106209,10.649652794060197
1,Deaths,67,Japan,1,Male,11,30-34 years,587,Diabetes mellitus,1,Number,2018,13.230233791049843,13.799156546863347,12.68856210687283
1,Deaths,67,Japan,2,Female,11,30-34 years,587,Diabetes mellitus,1,Number,2018,5.588541482568117,5.761806164843765,5.413458520943162
1,Deaths,67,Japan,1,Male,11,30-34 years,587,Diabetes mellitus,2,Percent,2018,0.00627369053201281,0.0065462066260359815,0.00601847406300939
1,Deaths,67,Japan,2,Female,11,30-34 years,587,Diabetes mellitus,2,Percent,2018,0.0051425994820545684,0.00529061365546341,0.004983666677277967
1,Deaths,67,Japan,1,Male,11,30-34 years,587,Diabetes mellitus,3,Rate,2018,0.3653514391964961,0.38106217801720466,0.3503932356974813
1,Deaths,67,Japan,2,Female,11,30-34 years,587,Diabetes mellitus,3,Rate,2018,0.15984727296692322,0.1648031075168917,0.15483943075155857
1,Deaths,67,Japan,1,Male,12,35-39 years,587,Diabetes mellitus,1,Number,2018,25.167889665888502,26.14407599467078,24.28776599780315
1,Deaths,67,Japan,2,Female,12,35-39 years,587,Diabetes mellitus,1,Number,2018,9.571452740858302,9.926195058252048,9.215446892505376
1,Deaths,67,Japan,1,Male,12,35-39 years,587,Diabetes mellitus,2,Percent,2018,0.008356824687618222,0.008668443041736031,0.00807036651420598
1,Deaths,67,Japan,2,Female,12,35-39 years,587,Diabetes mellitus,2,Percent,2018,0.005645348905155214,0.005849578488941244,0.005451276489610049
1,Deaths,67,Japan,1,Male,12,35-39 years,587,Diabetes mellitus,3,Rate,2018,0.627276981676005,0.6516071588184237,0.6053410416608804
1,Deaths,67,Japan,2,Female,12,35-39 years,587,Diabetes mellitus,3,Rate,2018,0.2455548130415257,0.2546556972838614,0.2364215130189678
1,Deaths,67,Japan,1,Male,13,40-44 years,587,Diabetes mellitus,1,Number,2018,53.627116033175746,55.67117627511583,51.78011480722962
1,Deaths,67,Japan,2,Female,13,40-44 years,587,Diabetes mellitus,1,Number,2018,16.427584992847958,17.04425076859075,15.763357486326083
1,Deaths,67,Japan,1,Male,13,40-44 years,587,Diabetes mellitus,2,Percent,2018,0.010085673480767368,0.010488562850663364,0.009746898094419589
1,Deaths,67,Japan,2,Female,13,40-44 years,587,Diabetes mellitus,2,Percent,2018,0.005156211139584161,0.005346203658913625,0.004951803347400867
1,Deaths,67,Japan,1,Male,13,40-44 years,587,Diabetes mellitus,3,Rate,2018,1.1342294568135367,1.1774619389868373,1.0951648314485838
1,Deaths,67,Japan,2,Female,13,40-44 years,587,Diabetes mellitus,3,Rate,2018,0.35762268872276204,0.37104728356494077,0.3431626918997724
1,Deaths,67,Japan,1,Male,14,45-49 years,587,Diabetes mellitus,1,Number,2018,99.06330620584532,103.56599607627486,95.25147792337516
1,Deaths,67,Japan,2,Female,14,45-49 years,587,Diabetes mellitus,1,Number,2018,24.592069883768886,25.44572606512375,23.715358409622613
1,Deaths,67,Japan,1,Male,14,45-49 years,587,Diabetes mellitus,2,Percent,2018,0.011177177641670411,0.011673035499774302,0.010744156663796176
1,Deaths,67,Japan,2,Female,14,45-49 years,587,Diabetes mellitus,2,Percent,2018,0.004649600599020208,0.004818749810798424,0.0044979568520416985
1,Deaths,67,Japan,1,Male,14,45-49 years,587,Diabetes mellitus,3,Rate,2018,1.9871729703620915,2.0774952495907737,1.9107091168859447
1,Deaths,67,Japan,2,Female,14,45-49 years,587,Diabetes mellitus,3,Rate,2018,0.5037735774732,0.5212608988107618,0.48581396375097385
1,Deaths,67,Japan,1,Male,15,50-54 years,587,Diabetes mellitus,1,Number,2018,144.6132122592186,150.0485463341994,138.8286405906857
1,Deaths,67,Japan,2,Female,15,50-54 years,587,Diabetes mellitus,1,Number,2018,38.245945165179876,39.63812053553436,36.7848369168047
1,Deaths,67,Japan,1,Male,15,50-54 years,587,Diabetes mellitus,2,Percent,2018,0.011496825147125425,0.011920489724652613,0.011036948394832236
1,Deaths,67,Japan,2,Female,15,50-54 years,587,Diabetes mellitus,2,Percent,2018,0.005478779203768521,0.005674883387909064,0.005283208226873959
1,Deaths,67,Japan,1,Male,15,50-54 years,587,Diabetes mellitus,3,Rate,2018,3.394653649946192,3.522242798738741,3.258866490383189
1,Deaths,67,Japan,2,Female,15,50-54 years,587,Diabetes mellitus,3,Rate,2018,0.9057357615072219,0.9387050871121653,0.8711339759775129
1,Deaths,67,Japan,1,Male,16,55-59 years,587,Diabetes mellitus,1,Number,2018,208.61007568682572,218.2722700435031,199.41731659237018
1,Deaths,67,Japan,2,Female,16,55-59 years,587,Diabetes mellitus,1,Number,2018,51.048628842159175,53.497994765170155,48.1223414522802
1,Deaths,67,Japan,1,Male,16,55-59 years,587,Diabetes mellitus,2,Percent,2018,0.011292182061419822,0.011795963144507314,0.010813916493407608
1,Deaths,67,Japan,2,Female,16,55-59 years,587,Diabetes mellitus,2,Percent,2018,0.005544904441191348,0.0057925394247507625,0.005252401004401408
1,Deaths,67,Japan,1,Male,16,55-59 years,587,Diabetes mellitus,3,Rate,2018,5.409427679228877,5.659976179453606,5.171052014341614
1,Deaths,67,Japan,2,Female,16,55-59 years,587,Diabetes mellitus,3,Rate,2018,1.3177009626683143,1.3809256154725655,1.242165697605463
1,Deaths,67,Japan,1,Male,25,50-69 years,587,Diabetes mellitus,1,Number,2018,1223.1769173515393,1258.869908977043,1179.3933190769167
1,Deaths,67,Japan,2,Female,25,50-69 years,587,Diabetes mellitus,1,Number,2018,339.8577558036614,356.1566250748188,309.9539399460147
1,Deaths,67,Japan,1,Male,25,50-69 years,587,Diabetes mellitus,2,Percent,2018,0.01001321973634622,0.01030058637669837,0.009638336614756448
1,Deaths,67,Japan,2,Female,25,50-69 years,587,Diabetes mellitus,2,Percent,2018,0.005997995667802422,0.006294275242733724,0.005485292555927253
1,Deaths,67,Japan,1,Male,25,50-69 years,587,Diabetes mellitus,3,Rate,2018,7.427966799270737,7.644719055628673,7.162082845998724
1,Deaths,67,Japan,2,Female,25,50-69 years,587,Diabetes mellitus,3,Rate,2018,2.0192733388798154,2.1161134774704733,1.841599070569161
1,Deaths,67,Japan,1,Male,41,50-74 years,587,Diabetes mellitus,1,Number,2018,1825.941968090445,1881.9600027347865,1750.253686563809
1,Deaths,67,Japan,2,Female,41,50-74 years,587,Diabetes mellitus,1,Number,2018,583.5127801865128,615.5111304848781,516.1900742091416
1,Deaths,67,Japan,1,Male,41,50-74 years,587,Diabetes mellitus,2,Percent,2018,0.009181372131747014,0.009457672870588392,0.008792473501854393
1,Deaths,67,Japan,2,Female,41,50-74 years,587,Diabetes mellitus,2,Percent,2018,0.006278073600623696,0.006623704903500957,0.005566958550130905
1,Deaths,67,Japan,1,Male,41,50-74 years,587,Diabetes mellitus,3,Rate,2018,8.964367916646783,9.239385568519106,8.592780202228315
1,Deaths,67,Japan,2,Female,41,50-74 years,587,Diabetes mellitus,3,Rate,2018,2.7512332624858167,2.902103866652181,2.433810106910211
1,Deaths,67,Japan,1,Male,228,55+ years,587,Diabetes mellitus,1,Number,2018,4676.613303165109,4901.13966348111,4232.1515867844155
1,Deaths,67,Japan,2,Female,228,55+ years,587,Diabetes mellitus,1,Number,2018,4527.621648867393,5262.225286719156,3267.4194021976436
1,Deaths,67,Japan,1,Male,228,55+ years,587,Diabetes mellitus,2,Percent,2018,0.007080298956742477,0.007428270418250721,0.006417874294685175
1,Deaths,67,Japan,2,Female,228,55+ years,587,Diabetes mellitus,2,Percent,2018,0.007071794252946102,0.008223262139759784,0.005110450066301874
1,Deaths,67,Japan,1,Male,228,55+ years,587,Diabetes mellitus,3,Rate,2018,20.028793078603357,20.990384666348636,18.125272053522053
1,Deaths,67,Japan,2,Female,228,55+ years,587,Diabetes mellitus,3,Rate,2018,16.162048711527376,18.784330496401196,11.663561055840026
1,Deaths,67,Japan,1,Male,11,30-34 years,587,Diabetes mellitus,1,Number,2016,12.071150359326573,12.57183104977022,11.638221652026642
1,Deaths,67,Japan,2,Female,11,30-34 years,587,Diabetes mellitus,1,Number,2016,5.326161884091167,5.487423925038186,5.146287496812801
1,Deaths,67,Japan,1,Male,11,30-34 years,587,Diabetes mellitus,2,Percent,2016,0.0053161744016725744,0.005533928520738394,0.005122033350863019
1,Deaths,67,Japan,2,Female,11,30-34 years,587,Diabetes mellitus,2,Percent,2016,0.0045245614726582666,0.004660300395415556,0.004373421766413359
1,Deaths,67,Japan,1,Male,11,30-34 years,587,Diabetes mellitus,3,Rate,2016,0.3206538490930576,0.3339537572027498,0.30915368115161934
1,Deaths,67,Japan,2,Female,11,30-34 years,587,Diabetes mellitus,3,Rate,2016,0.14574894567228242,0.15016183678533557,0.14082673285378428
1,Deaths,67,Japan,1,Male,12,35-39 years,587,Diabetes mellitus,1,Number,2016,24.695817868716738,25.597970534445707,23.882729398617432
1,Deaths,67,Japan,2,Female,12,35-39 years,587,Diabetes mellitus,1,Number,2016,7.793711634334658,8.103638146848137,7.518224286395592
1,Deaths,67,Japan,1,Male,12,35-39 years,587,Diabetes mellitus,2,Percent,2016,0.00742923808555438,0.0076930463072149395,0.007187066424105969
1,Deaths,67,Japan,2,Female,12,35-39 years,587,Diabetes mellitus,2,Percent,2016,0.004068938692626482,0.004229864412980001,0.003938788448382187
1,Deaths,67,Japan,1,Male,12,35-39 years,587,Diabetes mellitus,3,Rate,2016,0.5857297121564354,0.6071267610020209,0.5664450673602716
1,Deaths,67,Japan,2,Female,12,35-39 years,587,Diabetes mellitus,3,Rate,2016,0.19030578103554385,0.19787352408208708,0.183578968782959
1,Deaths,67,Japan,1,Male,13,40-44 years,587,Diabetes mellitus,1,Number,2016,55.646007990648094,57.859145387004844,53.73411368075869
1,Deaths,67,Japan,2,Female,13,40-44 years,587,Diabetes mellitus,1,Number,2016,17.935578515068542,18.618152364165972,17.224172335281953
1,Deaths,67,Japan,1,Male,13,40-44 years,587,Diabetes mellitus,2,Percent,2016,0.009346239971680931,0.009711056896549636,0.009034791070226623
1,Deaths,67,Japan,2,Female,13,40-44 years,587,Diabetes mellitus,2,Percent,2016,0.005087459947447779,0.005274647266814035,0.004885922177240341
1,Deaths,67,Japan,1,Male,13,40-44 years,587,Diabetes mellitus,3,Rate,2016,1.1058695411508304,1.1498518738533676,1.0678739012199003
1,Deaths,67,Japan,2,Female,13,40-44 years,587,Diabetes mellitus,3,Rate,2016,0.36645724389028167,0.3804034977722888,0.35192189184060635
1,Deaths,67,Japan,1,Male,14,45-49 years,587,Diabetes mellitus,1,Number,2016,92.61841154041353,96.31459814691472,89.09124653543802
1,Deaths,67,Japan,2,Female,14,45-49 years,587,Diabetes mellitus,1,Number,2016,24.676487202707662,25.573574172261306,23.779734434034708
1,Deaths,67,Japan,1,Male,14,45-49 years,587,Diabetes mellitus,2,Percent,2016,0.010315090511272615,0.010723696219932532,0.009925648631424575
1,Deaths,67,Japan,2,Female,14,45-49 years,587,Diabetes mellitus,2,Percent,2016,0.004782361783007551,0.004961053722105752,0.00461772905731585
1,Deaths,67,Japan,1,Male,14,45-49 years,587,Diabetes mellitus,3,Rate,2016,1.942767078096693,2.0202984191570934,1.8687811401313106
1,Deaths,67,Japan,2,Female,14,45-49 years,587,Diabetes mellitus,3,Rate,2016,0.5273441037945195,0.546515127615653,0.5081802219487597
1,Deaths,67,Japan,1,Male,15,50-54 years,587,Diabetes mellitus,1,Number,2016,129.07858766379843,133.57301662267923,124.44586510621065
1,Deaths,67,Japan,2,Female,15,50-54 years,587,Diabetes mellitus,1,Number,2016,33.16472232233651,34.388523468710574,31.922300942219444
1,Deaths,67,Japan,1,Male,15,50-54 years,587,Diabetes mellitus,2,Percent,2016,0.010271898119531385,0.01062780998014347,0.009889792079646196
1,Deaths,67,Japan,2,Female,15,50-54 years,587,Diabetes mellitus,2,Percent,2016,0.004763210517895896,0.004936811221782784,0.004592088668222184
1,Deaths,67,Japan,1,Male,15,50-54 years,587,Diabetes mellitus,3,Rate,2016,3.212673012295193,3.3245361096780317,3.0973678869170103
1,Deaths,67,Japan,2,Female,15,50-54 years,587,Diabetes mellitus,3,Rate,2016,0.830960821769607,0.86162384968191,0.799831253399578
1,Deaths,67,Japan,1,Male,16,55-59 years,587,Diabetes mellitus,1,Number,2016,191.65127982028105,199.85521910843758,183.13160509538432
1,Deaths,67,Japan,2,Female,16,55-59 years,587,Diabetes mellitus,1,Number,2016,45.89675957222889,47.79700194141775,43.45006920220985
1,Deaths,67,Japan,1,Male,16,55-59 years,587,Diabetes mellitus,2,Percent,2016,0.010040004363922266,0.010483460063054013,0.00959858480132986
1,Deaths,67,Japan,2,Female,16,55-59 years,587,Diabetes mellitus,2,Percent,2016,0.004911056015112642,0.005106880950039238,0.004655454318978591
1,Deaths,67,Japan,1,Male,16,55-59 years,587,Diabetes mellitus,3,Rate,2016,5.056629836738494,5.273086957307611,4.831842183592543
1,Deaths,67,Japan,2,Female,16,55-59 years,587,Diabetes mellitus,3,Rate,2016,1.2012588264433803,1.2509939916194208,1.1372214427598109
1,Deaths,67,Japan,1,Male,25,50-69 years,587,Diabetes mellitus,1,Number,2016,1121.744062192915,1154.9207443738246,1080.0136122208255
1,Deaths,67,Japan,2,Female,25,50-69 years,587,Diabetes mellitus,1,Number,2016,330.5449137127628,347.1740425601618,302.0977428812497
1,Deaths,67,Japan,1,Male,25,50-69 years,587,Diabetes mellitus,2,Percent,2016,0.008528759590093736,0.008770713386653525,0.008228486727295396
1,Deaths,67,Japan,2,Female,25,50-69 years,587,Diabetes mellitus,2,Percent,2016,0.0054687022634349255,0.005745463556324044,0.0050054170074496935
1,Deaths,67,Japan,1,Male,25,50-69 years,587,Diabetes mellitus,3,Rate,2016,6.652630532915714,6.849388613743959,6.405143360936467
1,Deaths,67,Japan,2,Female,25,50-69 years,587,Diabetes mellitus,3,Rate,2016,1.910661663445375,2.0067836658333125,1.746227371806311
1,Deaths,67,Japan,1,Male,41,50-74 years,587,Diabetes mellitus,1,Number,2016,1630.555040045372,1678.0962045716697,1563.3216159536064
1,Deaths,67,Japan,2,Female,41,50-74 years,587,Diabetes mellitus,1,Number,2016,555.6170396203421,586.1552017548473,496.2361375314387
1,Deaths,67,Japan,1,Male,41,50-74 years,587,Diabetes mellitus,2,Percent,2016,0.007956279006570033,0.00817494217948377,0.00764048242834088
1,Deaths,67,Japan,2,Female,41,50-74 years,587,Diabetes mellitus,2,Percent,2016,0.005778120308972027,0.006087063713104356,0.005149840951046015
1,Deaths,67,Japan,1,Male,41,50-74 years,587,Diabetes mellitus,3,Rate,2016,8.015761875674233,8.249472878845564,7.68524428849067
1,Deaths,67,Japan,2,Female,41,50-74 years,587,Diabetes mellitus,3,Rate,2016,2.61266875572883,2.7562678471474826,2.3334429283843674
1,Deaths,67,Japan,1,Male,228,55+ years,587,Diabetes mellitus,1,Number,2016,4116.645425043882,4316.113687821381,3755.663382569848
1,Deaths,67,Japan,2,Female,228,55+ years,587,Diabetes mellitus,1,Number,2016,4159.506537250779,4832.865425270992,3023.054045119113
1,Deaths,67,Japan,1,Male,228,55+ years,587,Diabetes mellitus,2,Percent,2016,0.006458435193352551,0.006755084691178417,0.005914435476276571
1,Deaths,67,Japan,2,Female,228,55+ years,587,Diabetes mellitus,2,Percent,2016,0.006786444557826065,0.007880614784839151,0.004921918028323519
1,Deaths,67,Japan,1,Male,228,55+ years,587,Diabetes mellitus,3,Rate,2016,17.847695508120758,18.71248915683505,16.282659680944235
1,Deaths,67,Japan,2,Female,228,55+ years,587,Diabetes mellitus,3,Rate,2016,15.014380931476845,17.444973781323274,10.91218023180711
1,Deaths,1,Global,1,Male,11,30-34 years,587,Diabetes mellitus,1,Number,2015,5545.3250103267665,5902.068055040581,5260.305959302368
1,Deaths,1,Global,2,Female,11,30-34 years,587,Diabetes mellitus,1,Number,2015,3898.3197935607413,4194.902540804834,3654.150293651096
1,Deaths,1,Global,1,Male,11,30-34 years,587,Diabetes mellitus,2,Percent,2015,0.00933632275694069,0.009813327674837159,0.008848443111392802
1,Deaths,1,Global,2,Female,11,30-34 years,587,Diabetes mellitus,2,Percent,2015,0.010859861670509858,0.0114871561972117,0.010150736524762682
1,Deaths,1,Global,1,Male,11,30-34 years,587,Diabetes mellitus,3,Rate,2015,1.995813425073778,2.1242085248408125,1.8932324496797401
1,Deaths,1,Global,2,Female,11,30-34 years,587,Diabetes mellitus,3,Rate,2015,1.4185953624730863,1.5265215799488723,1.3297422825381504
1,Deaths,1,Global,1,Male,12,35-39 years,587,Diabetes mellitus,1,Number,2015,7823.542858710798,8322.63611685565,7399.233833489859
1,Deaths,1,Global,2,Female,12,35-39 years,587,Diabetes mellitus,1,Number,2015,5980.448129456258,6392.429944556583,5605.964789996656
1,Deaths,1,Global,1,Male,12,35-39 years,587,Diabetes mellitus,2,Percent,2015,0.010852380900828143,0.011440628156502744,0.010302444346854376
1,Deaths,1,Global,2,Female,12,35-39 years,587,Diabetes mellitus,2,Percent,2015,0.014324836157937611,0.015065895922113041,0.013495738033383152
1,Deaths,1,Global,1,Male,12,35-39 years,587,Diabetes mellitus,3,Rate,2015,3.0799140630420916,3.2763933783970676,2.912875247322097
1,Deaths,1,Global,2,Female,12,35-39 years,587,Diabetes mellitus,3,Rate,2015,2.3899953919899706,2.554637676039502,2.2403388050066053
1,Deaths,1,Global,1,Male,13,40-44 years,587,Diabetes mellitus,1,Number,2015,14728.460915387417,15559.071248366727,13931.20017139796
1,Deaths,1,Global,2,Female,13,40-44 years,587,Diabetes mellitus,1,Number,2015,11278.727155744586,12007.409600136878,10565.865013652472
1,Deaths,1,Global,1,Male,13,40-44 years,587,Diabetes mellitus,2,Percent,2015,0.01614456418184016,0.016844663187874743,0.015472110798449512
1,Deaths,1,Global,2,Female,13,40-44 years,587,Diabetes mellitus,2,Percent,2015,0.02145799599205533,0.02243215256306937,0.02047049447741351
1,Deaths,1,Global,1,Male,13,40-44 years,587,Diabetes mellitus,3,Rate,2015,6.027092151930399,6.366989514456697,5.700841907539898
1,Deaths,1,Global,2,Female,13,40-44 years,587,Diabetes mellitus,3,Rate,2015,4.697704848194862,5.001208515279555,4.400790498307869
1,Deaths,1,Global,1,Male,14,45-49 years,587,Diabetes mellitus,1,Number,2015,25084.32189896543,26678.27076348716,23707.619526526476
1,Deaths,1,Global,2,Female,14,45-49 years,587,Diabetes mellitus,1,Number,2015,18768.429071379545,20004.685788337938,17657.085454195738
1,Deaths,1,Global,1,Male,14,45-49 years,587,Diabetes mellitus,2,Percent,2015,0.02096638174734159,0.021840663521967965,0.02010747070865129
1,Deaths,1,Global,2,Female,14,45-49 years,587,Diabetes mellitus,2,Percent,2015,0.028734620226013793,0.030000368880263483,0.027556413112652698
1,Deaths,1,Global,1,Male,14,45-49 years,587,Diabetes mellitus,3,Rate,2015,11.017872094188657,11.71798767972109,10.413178424876289
1,Deaths,1,Global,2,Female,14,45-49 years,587,Diabetes mellitus,3,Rate,2015,8.331612983523529,8.880407582943974,7.838269354449943
1,Deaths,1,Global,1,Male,15,50-54 years,587,Diabetes mellitus,1,Number,2015,40697.2084332785,42976.65562921762,38614.39419976003
1,Deaths,1,Global,2,Female,15,50-54 years,587,Diabetes mellitus,1,Number,2015,35383.39365423667,37895.0706409558,33283.0596222044
1,Deaths,1,Global,1,Male,15,50-54 years,587,Diabetes mellitus,2,Percent,2015,0.026544193127273782,0.027680774716035424,0.025503297986001743
1,Deaths,1,Global,2,Female,15,50-54 years,587,Diabetes mellitus,2,Percent,2015,0.03811706318717294,0.039862524211510215,0.036262333226663154
1,Deaths,1,Global,1,Male,15,50-54 years,587,Diabetes mellitus,3,Rate,2015,20.51693106785929,21.666082638502775,19.466909267805992
1,Deaths,1,Global,2,Female,15,50-54 years,587,Diabetes mellitus,3,Rate,2015,17.71987061761157,18.97770901696945,16.668031224672998
